Gene	Class
Cd180	DistalIntergenic
Srek1	DistalIntergenic
4930594O21Rik	DistalIntergenic
Olfm3	DistalIntergenic
4930432M17Rik	DistalIntergenic
Mir3963	DistalIntergenic
Mc3r	DistalIntergenic
Dmtf1	DistalIntergenic
Capza2	DistalIntergenic
Xkr4	DistalIntergenic
Megf9	DistalIntergenic
Slc24a2	DistalIntergenic
Mir6387	DistalIntergenic
Gm33340	DistalIntergenic
Lrrc74a	DistalIntergenic
Slc38a1	DistalIntergenic
Ibtk	DistalIntergenic
Gm29536	DistalIntergenic
Arl4c	DistalIntergenic
4930428D20Rik	DistalIntergenic
Col8a1	DistalIntergenic
Cd209c	DistalIntergenic
Kcnip4	DistalIntergenic
Peli1	DistalIntergenic
Vcl	DistalIntergenic
Extl3	DistalIntergenic
Dlc1	DistalIntergenic
4933400L20Rik	DistalIntergenic
Fhl1	DistalIntergenic
Med10	DistalIntergenic
Tent4a	DistalIntergenic
Sv2b	DistalIntergenic
Ampd2	DistalIntergenic
Rap1gds1	DistalIntergenic
Stk39	DistalIntergenic
Cttnbp2	DistalIntergenic
Gm19990	DistalIntergenic
Slc25a26	DistalIntergenic
Mal2	DistalIntergenic
Eepd1	DistalIntergenic
Cpne4	DistalIntergenic
Cck	DistalIntergenic
Ndufa10	DistalIntergenic
Sept8	DistalIntergenic
Rpl38	DistalIntergenic
Htr1f	DistalIntergenic
Gtf2e1	DistalIntergenic
Tnfsf18	DistalIntergenic
Igfbp3	DistalIntergenic
Slmap	DistalIntergenic
Mkx	DistalIntergenic
Gpr158	DistalIntergenic
Dok6	DistalIntergenic
Zfp612	DistalIntergenic
Dach1	DistalIntergenic
4930533N22Rik	DistalIntergenic
Pde2a	DistalIntergenic
Rpl39l	DistalIntergenic
Reg4	DistalIntergenic
S1pr1	DistalIntergenic
Sp3	DistalIntergenic
Tgm3	DistalIntergenic
Fermt1	DistalIntergenic
Tshz2	DistalIntergenic
Tmem106b	DistalIntergenic
Mpp6	DistalIntergenic
2610306M01Rik	DistalIntergenic
Slc44a1	DistalIntergenic
Pum1	DistalIntergenic
C230072F16Rik	DistalIntergenic
Nedd1	DistalIntergenic
Pgr	DistalIntergenic
Tmprss5	DistalIntergenic
Gm16582	DistalIntergenic
Epha4	DistalIntergenic
Fopnl	DistalIntergenic
Cdc73	DistalIntergenic
Rgr	DistalIntergenic
A530065N20Rik	DistalIntergenic
Setbp1	DistalIntergenic
Cdh11	DistalIntergenic
Cryaa	DistalIntergenic
4930521O17Rik	DistalIntergenic
Lat	DistalIntergenic
Gm4814	DistalIntergenic
Gm6416	DistalIntergenic
Rprl2	DistalIntergenic
1700007F19Rik	DistalIntergenic
Selenof	DistalIntergenic
Srxn1	DistalIntergenic
Prex1	DistalIntergenic
Ntsr1	DistalIntergenic
Nxph1	DistalIntergenic
Sec61a1	DistalIntergenic
Raf1	DistalIntergenic
6820426E19Rik	DistalIntergenic
Zfp637	DistalIntergenic
Fam205c	DistalIntergenic
Vash1	DistalIntergenic
Cdk17	DistalIntergenic
Rnf19a	DistalIntergenic
Ncf4	DistalIntergenic
Hmg20a	DistalIntergenic
Wdr48	DistalIntergenic
Mob4	DistalIntergenic
Sh3bp4	DistalIntergenic
Ackr3	DistalIntergenic
Nudt12os	DistalIntergenic
E330011O21Rik	DistalIntergenic
C130026L21Rik	DistalIntergenic
Cnih3	DistalIntergenic
Grxcr1	DistalIntergenic
Pmaip1	DistalIntergenic
2010010A06Rik	DistalIntergenic
Tmx3	DistalIntergenic
Adamts18	DistalIntergenic
Gm36173	DistalIntergenic
Otud7a	DistalIntergenic
4930543E12Rik	DistalIntergenic
Sv2c	DistalIntergenic
5930438M14Rik	DistalIntergenic
Itga1	DistalIntergenic
A930001A20Rik	DistalIntergenic
Armc1	DistalIntergenic
Otol1	DistalIntergenic
Pamr1	DistalIntergenic
A530006G24Rik	DistalIntergenic
Lsm3	DistalIntergenic
Sox5	DistalIntergenic
Manea	DistalIntergenic
Nppa	DistalIntergenic
G2e3	DistalIntergenic
Batf	DistalIntergenic
Ano4	DistalIntergenic
Eea1	DistalIntergenic
1700010J16Rik	DistalIntergenic
Dcun1d5	DistalIntergenic
Rpl29	DistalIntergenic
Khdrbs2	DistalIntergenic
Wdfy1	DistalIntergenic
Ptma	DistalIntergenic
Dusp1	DistalIntergenic
Rwdd2b	DistalIntergenic
Ptprc	DistalIntergenic
Lgalsl	DistalIntergenic
Klf5	DistalIntergenic
Tmem192	DistalIntergenic
Sirt5	DistalIntergenic
Gm26682	DistalIntergenic
Ryr2	DistalIntergenic
Pmfbp1	DistalIntergenic
Gm36595	DistalIntergenic
Hace1	DistalIntergenic
5730405O15Rik	DistalIntergenic
Gm4988	DistalIntergenic
Otog	DistalIntergenic
Pde8b	DistalIntergenic
3830408C21Rik	DistalIntergenic
Retreg1	DistalIntergenic
Ank	DistalIntergenic
Dab2	DistalIntergenic
Gm10636	DistalIntergenic
Arl6ip6	DistalIntergenic
5330413P13Rik	DistalIntergenic
1700016P04Rik	DistalIntergenic
Syn2	DistalIntergenic
St18	DistalIntergenic
Rhob	DistalIntergenic
Psma6	DistalIntergenic
Fut8	DistalIntergenic
1700019M22Rik	DistalIntergenic
Gm29684	DistalIntergenic
Calcoco1	DistalIntergenic
Ubl7	DistalIntergenic
U2surp	DistalIntergenic
Mettl21a	DistalIntergenic
Kif3a	DistalIntergenic
Gria1	DistalIntergenic
Galnt10	DistalIntergenic
2810410L24Rik	DistalIntergenic
Alcam	DistalIntergenic
4930542D17Rik	DistalIntergenic
Ropn1	DistalIntergenic
Cenpf	DistalIntergenic
Top2b	DistalIntergenic
Ptprg	DistalIntergenic
4930556J02Rik	DistalIntergenic
Mzt1	DistalIntergenic
Naf1	DistalIntergenic
A330076C08Rik	DistalIntergenic
Elovl2	DistalIntergenic
Smim13	DistalIntergenic
Lyst	DistalIntergenic
Mir6356	DistalIntergenic
Mir145b	DistalIntergenic
Xpo1	DistalIntergenic
4933430H16Rik	DistalIntergenic
Olfr76	DistalIntergenic
Mir1192	DistalIntergenic
Gpam	DistalIntergenic
Iqgap2	DistalIntergenic
Npy2r	DistalIntergenic
Lrp1b	DistalIntergenic
Ctnnd1	DistalIntergenic
Rtn4rl2	DistalIntergenic
Secisbp2l	DistalIntergenic
Plxna4	DistalIntergenic
Slc35b4	DistalIntergenic
Cxcl12	DistalIntergenic
Mir6341	DistalIntergenic
Osgin2	DistalIntergenic
Mir3095	DistalIntergenic
CK137956	DistalIntergenic
A930031H19Rik	DistalIntergenic
1700101O22Rik	DistalIntergenic
Ywhaq	DistalIntergenic
Clec14a	DistalIntergenic
Kcnk10	DistalIntergenic
Vrk1	DistalIntergenic
Cry1	DistalIntergenic
Gm4301	DistalIntergenic
Mtdh	DistalIntergenic
BC024139	DistalIntergenic
Acvrl1	DistalIntergenic
Amotl1	DistalIntergenic
Olfr877	DistalIntergenic
Kcnq5	DistalIntergenic
Lmbrd1	DistalIntergenic
Prim2	DistalIntergenic
Rpa1	DistalIntergenic
Fn3krp	DistalIntergenic
Ttc3	DistalIntergenic
Ets2	DistalIntergenic
Rgs8	DistalIntergenic
Cd244a	DistalIntergenic
Ppargc1a	DistalIntergenic
Akap11	DistalIntergenic
4930432J09Rik	DistalIntergenic
Txndc5	DistalIntergenic
Zfp521	DistalIntergenic
Maf	DistalIntergenic
Rps6ka2	DistalIntergenic
Cebpg	DistalIntergenic
Nox4	DistalIntergenic
Poc5	DistalIntergenic
Trpc4	DistalIntergenic
Mir137	DistalIntergenic
Rwdd3	DistalIntergenic
Rapgef4	DistalIntergenic
Ttl	DistalIntergenic
Ctcflos	DistalIntergenic
Gm12374	DistalIntergenic
Yipf4	DistalIntergenic
Eipr1	DistalIntergenic
4933412E24Rik	DistalIntergenic
1700012I11Rik	DistalIntergenic
Prickle1	DistalIntergenic
Elmod1	DistalIntergenic
Col3a1	DistalIntergenic
Kif1a	DistalIntergenic
Il9r	DistalIntergenic
Olfr412	DistalIntergenic
Tmem100	DistalIntergenic
Myl2	DistalIntergenic
Pop5	DistalIntergenic
Zbtb18	DistalIntergenic
Rest	DistalIntergenic
Tbc1d1	DistalIntergenic
G6pd2	DistalIntergenic
Pgam2	DistalIntergenic
Cadps	DistalIntergenic
Tmem170b	DistalIntergenic
Plg	DistalIntergenic
Mgmt	DistalIntergenic
Scd1	DistalIntergenic
Tm4sf4	DistalIntergenic
Galnt13	DistalIntergenic
Cybrd1	DistalIntergenic
Smox	DistalIntergenic
Mir6370	DistalIntergenic
Eps8	DistalIntergenic
Shb	DistalIntergenic
Map4k3	DistalIntergenic
Brms1l	DistalIntergenic
Rpl10l	DistalIntergenic
4930502A04Rik	DistalIntergenic
Chst2	DistalIntergenic
Nabp1	DistalIntergenic
Cavin2	DistalIntergenic
Creb1	DistalIntergenic
Ap1s3	DistalIntergenic
Mat2b	DistalIntergenic
Gabrb2	DistalIntergenic
Btnl9	DistalIntergenic
Pelp1	DistalIntergenic
Spns3	DistalIntergenic
Nufip2	DistalIntergenic
Kif2b	DistalIntergenic
Gm30726	DistalIntergenic
Bace2	DistalIntergenic
Zfp281	DistalIntergenic
Parp1	DistalIntergenic
Kctd3	DistalIntergenic
Tecrl	DistalIntergenic
Tec	DistalIntergenic
4930513D17Rik	DistalIntergenic
Thrb	DistalIntergenic
Gm5087	DistalIntergenic
Pdhb	DistalIntergenic
Zfp395	DistalIntergenic
1700100I10Rik	DistalIntergenic
Galnt15	DistalIntergenic
Sox1ot	DistalIntergenic
Pter	DistalIntergenic
Abcc12	DistalIntergenic
Cypt15	DistalIntergenic
Utrn	DistalIntergenic
4930548J01Rik	DistalIntergenic
Cacng6	DistalIntergenic
Bicra	DistalIntergenic
Oca2	DistalIntergenic
Aldh1a3	DistalIntergenic
Ctsc	DistalIntergenic
Mir6401	DistalIntergenic
Olfr1505	DistalIntergenic
Rfx3	DistalIntergenic
Sh3glb1	DistalIntergenic
Snora65	DistalIntergenic
Ccn5	DistalIntergenic
Npy	DistalIntergenic
Wnt7a	DistalIntergenic
C9orf72	DistalIntergenic
I0C0044D17Rik	DistalIntergenic
Il22ra1	DistalIntergenic
Spen	DistalIntergenic
Osbpl8	DistalIntergenic
Ndufa4l2	DistalIntergenic
4933427E11Rik	DistalIntergenic
Cpne8	DistalIntergenic
9430014N10Rik	DistalIntergenic
Ptchd4	DistalIntergenic
Pantr1	DistalIntergenic
Neurl1b	DistalIntergenic
Il12b	DistalIntergenic
Tmem132e	DistalIntergenic
Hunk	DistalIntergenic
Limk1	DistalIntergenic
Ubxn4	DistalIntergenic
Mfsd4a	DistalIntergenic
Tsen15	DistalIntergenic
Atp1b1	DistalIntergenic
Rps6kc1	DistalIntergenic
Slain2	DistalIntergenic
Adgra3	DistalIntergenic
Cep68	DistalIntergenic
Tktl2	DistalIntergenic
Gm7788	DistalIntergenic
Dync1li2	DistalIntergenic
Arid5b	DistalIntergenic
Arrdc4	DistalIntergenic
Slco3a1	DistalIntergenic
Loxl4	DistalIntergenic
Arrdc3	DistalIntergenic
5430425K12Rik	DistalIntergenic
Pag1	DistalIntergenic
Ufm1	DistalIntergenic
Sis	DistalIntergenic
D030025E07Rik	DistalIntergenic
Ttll7	DistalIntergenic
Mir195b	DistalIntergenic
Nckap1	DistalIntergenic
Mrgbp	DistalIntergenic
Fam126a	DistalIntergenic
Mir148a	DistalIntergenic
Tril	DistalIntergenic
A2m	DistalIntergenic
4930479D17Rik	DistalIntergenic
1700042G15Rik	DistalIntergenic
Rnf186	DistalIntergenic
Slc35f6	DistalIntergenic
Mycn	DistalIntergenic
Dcdc2c	DistalIntergenic
Ccdc175	DistalIntergenic
Mdm2	DistalIntergenic
4930504C09Rik	DistalIntergenic
Aqp2	DistalIntergenic
Sorl1	DistalIntergenic
Nmnat3	DistalIntergenic
Cdc5l	DistalIntergenic
Msl1	DistalIntergenic
Snhg20	DistalIntergenic
Hspb1	DistalIntergenic
Pros1	DistalIntergenic
Rgs1	DistalIntergenic
Prrx1	DistalIntergenic
Kdr	DistalIntergenic
Wdr1	DistalIntergenic
Vstm2a	DistalIntergenic
Fgf9	DistalIntergenic
Vegfc	DistalIntergenic
Gm2516	DistalIntergenic
Syk	DistalIntergenic
Spin1	DistalIntergenic
Hrh4	DistalIntergenic
Cdh5	DistalIntergenic
Got2	DistalIntergenic
Gm30606	DistalIntergenic
Clcn5	DistalIntergenic
Bmp15	DistalIntergenic
Gm8709	DistalIntergenic
Selenos	DistalIntergenic
Tmem135	DistalIntergenic
Lncenc1	DistalIntergenic
C6	DistalIntergenic
Trpc3	DistalIntergenic
Gucy1b1	DistalIntergenic
Cstl1	DistalIntergenic
Dnajb6	DistalIntergenic
Jazf1	DistalIntergenic
Necab1	DistalIntergenic
BC039966	DistalIntergenic
Egln3	DistalIntergenic
Nudt4	DistalIntergenic
Gm35722	DistalIntergenic
Gm33337	DistalIntergenic
Lrig3	DistalIntergenic
Baalc	DistalIntergenic
Med30	DistalIntergenic
Mgat3	DistalIntergenic
Gm17399	DistalIntergenic
Sdhaf4	DistalIntergenic
Psmd11	DistalIntergenic
Adamts1	DistalIntergenic
Mir7028	DistalIntergenic
Cdh7	DistalIntergenic
Dennd1b	DistalIntergenic
1700025G04Rik	DistalIntergenic
Uck2	DistalIntergenic
Mir205	DistalIntergenic
Gm30214	DistalIntergenic
Dgkh	DistalIntergenic
9330188P03Rik	DistalIntergenic
Gpr180	DistalIntergenic
Prag1	DistalIntergenic
1700001G01Rik	DistalIntergenic
Crnde	DistalIntergenic
Gm19935	DistalIntergenic
Gnaz	DistalIntergenic
Cdkl5	DistalIntergenic
Pde7b	DistalIntergenic
E030018B13Rik	DistalIntergenic
Acer3	DistalIntergenic
Adm	DistalIntergenic
Nps	DistalIntergenic
Rorb	DistalIntergenic
Zbed3	DistalIntergenic
Crhbp	DistalIntergenic
Nnt	DistalIntergenic
4632415L05Rik	DistalIntergenic
Slc7a14	DistalIntergenic
Mme	DistalIntergenic
Gask1b	DistalIntergenic
Chd1l	DistalIntergenic
Zswim2	DistalIntergenic
Kiz	DistalIntergenic
Copg1	DistalIntergenic
Capza3	DistalIntergenic
Gm12610	DistalIntergenic
Hspb7	DistalIntergenic
Pcare	DistalIntergenic
Theg	DistalIntergenic
Nipal2	DistalIntergenic
Txn2	DistalIntergenic
Car12	DistalIntergenic
Col6a4	DistalIntergenic
Hsfy2	DistalIntergenic
Akr1cl	DistalIntergenic
Bard1	DistalIntergenic
Gm8883	DistalIntergenic
Mrps23	DistalIntergenic
Krt20	DistalIntergenic
Gm4737	DistalIntergenic
Plaat1	DistalIntergenic
Sept5	DistalIntergenic
2410131K14Rik	DistalIntergenic
Gm20268	DistalIntergenic
Zdhhc15	DistalIntergenic
1700017L05Rik	DistalIntergenic
Uchl1	DistalIntergenic
Actr2	DistalIntergenic
Peli2	DistalIntergenic
Naa30	DistalIntergenic
Rps24	DistalIntergenic
Sgo2b	DistalIntergenic
Triml1	DistalIntergenic
Msr1	DistalIntergenic
AI429214	DistalIntergenic
Cks2	DistalIntergenic
4930471G24Rik	DistalIntergenic
Dsp	DistalIntergenic
BC005537	DistalIntergenic
Fam184a	DistalIntergenic
Btbd1	DistalIntergenic
Htr1a	DistalIntergenic
Cdh9	DistalIntergenic
Pcsk1	DistalIntergenic
Gm38509	DistalIntergenic
Qrfpr	DistalIntergenic
Rxfp1	DistalIntergenic
Platr26	DistalIntergenic
Olfr995	DistalIntergenic
Abca1	DistalIntergenic
Mib2	DistalIntergenic
Tcl1	DistalIntergenic
Klf10	DistalIntergenic
Dcaf13	DistalIntergenic
Trim29	DistalIntergenic
Prss42	DistalIntergenic
Tfap2d	DistalIntergenic
Ptprn	DistalIntergenic
1700067G17Rik	DistalIntergenic
Cdkn2aipnl	DistalIntergenic
Adcy5	DistalIntergenic
Gm29681	DistalIntergenic
Il19	DistalIntergenic
Lnx1	DistalIntergenic
Gabrg1	DistalIntergenic
Sycp2l	DistalIntergenic
Tbc1d7	DistalIntergenic
Grxcr2	DistalIntergenic
Mon1b	DistalIntergenic
Wasf1	DistalIntergenic
Cnksr2	DistalIntergenic
Stxbp5	DistalIntergenic
Tshz3	DistalIntergenic
Tnks2	DistalIntergenic
Slf2	DistalIntergenic
Atp6ap1l	DistalIntergenic
1700024P04Rik	DistalIntergenic
Mir3964	DistalIntergenic
Cnn3	DistalIntergenic
Scn2a	DistalIntergenic
1700028P15Rik	DistalIntergenic
Cyp51	DistalIntergenic
Pex26	DistalIntergenic
Cpt2	DistalIntergenic
Slc45a1	DistalIntergenic
Hs1bp3	DistalIntergenic
Mir6412	DistalIntergenic
Slc22a22	DistalIntergenic
4933407I05Rik	DistalIntergenic
Stac	DistalIntergenic
Ankrd44	DistalIntergenic
Mlph	DistalIntergenic
Pja2	DistalIntergenic
Grin2a	DistalIntergenic
Slc16a11	DistalIntergenic
Heg1	DistalIntergenic
Fam43a	DistalIntergenic
Mtus2	DistalIntergenic
Rflna	DistalIntergenic
Suds3	DistalIntergenic
Bicdl1	DistalIntergenic
Ivns1abp	DistalIntergenic
Aldh9a1	DistalIntergenic
G3bp2	DistalIntergenic
Gm10440	DistalIntergenic
Cdca2	DistalIntergenic
Xkr6	DistalIntergenic
Pcdh9	DistalIntergenic
Tspan14	DistalIntergenic
Gm38414	DistalIntergenic
Purg	DistalIntergenic
F13a1	DistalIntergenic
Fam107b	DistalIntergenic
Lvrn	DistalIntergenic
Adgrl1	DistalIntergenic
Cacna1a	DistalIntergenic
Ipmk	DistalIntergenic
Gm31763	DistalIntergenic
Ddit4	DistalIntergenic
H2afb1	DistalIntergenic
Pcdh19	DistalIntergenic
Actrt1	DistalIntergenic
Xpnpep2	DistalIntergenic
H60c	DistalIntergenic
Fndc1	DistalIntergenic
Aurkc	DistalIntergenic
Dpy19l3	DistalIntergenic
Siglech	DistalIntergenic
Gm4971	DistalIntergenic
Gm15501	DistalIntergenic
Slc35g1	DistalIntergenic
Nhlrc2	DistalIntergenic
4921509O07Rik	DistalIntergenic
1700008P02Rik	DistalIntergenic
Crh	DistalIntergenic
1700027H10Rik	DistalIntergenic
Gm7977	DistalIntergenic
Tiparp	DistalIntergenic
Rbm46	DistalIntergenic
Sirpa	DistalIntergenic
Sntg1	DistalIntergenic
Tlr4	DistalIntergenic
Zc3h12a	DistalIntergenic
Slc8a1	DistalIntergenic
Kcnk12	DistalIntergenic
Fam110c	DistalIntergenic
Gm31592	DistalIntergenic
Mir6411	DistalIntergenic
Pop1	DistalIntergenic
Gm20740	DistalIntergenic
Zic4	DistalIntergenic
Pih1d3	DistalIntergenic
Med13	DistalIntergenic
Copz2	DistalIntergenic
Arf2	DistalIntergenic
Runx1	DistalIntergenic
Erg	DistalIntergenic
4933432I09Rik	DistalIntergenic
Atp2a2	DistalIntergenic
Gorab	DistalIntergenic
Stum	DistalIntergenic
Gnpda2	DistalIntergenic
Fat1	DistalIntergenic
Ppp1r3b	DistalIntergenic
Mcph1	DistalIntergenic
Ninj1	DistalIntergenic
Zfp169	DistalIntergenic
Mylip	DistalIntergenic
2610307P16Rik	DistalIntergenic
Bambi	DistalIntergenic
Vat1l	DistalIntergenic
Col6a2	DistalIntergenic
C330004P14Rik	DistalIntergenic
Heca	DistalIntergenic
Pnmal2	DistalIntergenic
1600014C10Rik	DistalIntergenic
Idh2	DistalIntergenic
Vldlr	DistalIntergenic
Pdzd8	DistalIntergenic
Emx2	DistalIntergenic
Vcan	DistalIntergenic
Mtx3	DistalIntergenic
March11	DistalIntergenic
Ubac1	DistalIntergenic
Chrna1os	DistalIntergenic
Gm6578	DistalIntergenic
Herc3	DistalIntergenic
4933427D06Rik	DistalIntergenic
Rb1cc1	DistalIntergenic
Ggh	DistalIntergenic
Dnajc11	DistalIntergenic
Hes5	DistalIntergenic
Rmdn2	DistalIntergenic
Sntg2	DistalIntergenic
Sel1l	DistalIntergenic
Ncald	DistalIntergenic
Ccn3	DistalIntergenic
Olfr288	DistalIntergenic
Pdgfd	DistalIntergenic
Aplp2	DistalIntergenic
Stag1	DistalIntergenic
Iqcf6	DistalIntergenic
Trank1	DistalIntergenic
Gm5524	DistalIntergenic
Sf3b1	DistalIntergenic
1700003L19Rik	DistalIntergenic
Opa1	DistalIntergenic
Pdc	DistalIntergenic
Hfm1	DistalIntergenic
Cwh43	DistalIntergenic
Bin3	DistalIntergenic
4921530L21Rik	DistalIntergenic
Prr30	DistalIntergenic
Hsd17b3	DistalIntergenic
Adarb2	DistalIntergenic
Nmt2	DistalIntergenic
Cxxc5	DistalIntergenic
Gm20544	DistalIntergenic
Adgre5	DistalIntergenic
Nudt7	DistalIntergenic
Mif	DistalIntergenic
Fyn	DistalIntergenic
Sim1	DistalIntergenic
Rnf138rt1	DistalIntergenic
Bhlhb9	DistalIntergenic
Rgmb	DistalIntergenic
Nanos2	DistalIntergenic
Cebpa	DistalIntergenic
Zfp619	DistalIntergenic
Rab38	DistalIntergenic
Rras2	DistalIntergenic
Sec23ip	DistalIntergenic
Dmrt2	DistalIntergenic
Ssbp2	DistalIntergenic
F2rl1	DistalIntergenic
Mir124a-2	DistalIntergenic
Rtca	DistalIntergenic
Stam2	DistalIntergenic
Cry2	DistalIntergenic
Pygb	DistalIntergenic
Asns	DistalIntergenic
Tspan12	DistalIntergenic
Vmn1r46	DistalIntergenic
4930579D09Rik	DistalIntergenic
1700073E17Rik	DistalIntergenic
Clic4	DistalIntergenic
Atl2	DistalIntergenic
Gm16497	DistalIntergenic
Kcnh5	DistalIntergenic
Angpt1	DistalIntergenic
Gm19303	DistalIntergenic
Mir6393	DistalIntergenic
Panx1	DistalIntergenic
Aqp9	DistalIntergenic
Fam83b	DistalIntergenic
Ankrd34c	DistalIntergenic
Slco2a1	DistalIntergenic
1700020M21Rik	DistalIntergenic
BC055402	DistalIntergenic
4930558J18Rik	DistalIntergenic
Luc7l	DistalIntergenic
Gfpt2	DistalIntergenic
Gucy2e	DistalIntergenic
Crygs	DistalIntergenic
Fasl	DistalIntergenic
Fam78b	DistalIntergenic
Mark1	DistalIntergenic
D730003I15Rik	DistalIntergenic
U90926	DistalIntergenic
Dusp26	DistalIntergenic
Nebl	DistalIntergenic
Fbxo15	DistalIntergenic
Slc35f3	DistalIntergenic
Cited2	DistalIntergenic
Sgk1	DistalIntergenic
Rgs17	DistalIntergenic
1700120G07Rik	DistalIntergenic
Slc30a5	DistalIntergenic
2610316D01Rik	DistalIntergenic
Zbtb34	DistalIntergenic
Ttll11	DistalIntergenic
Inafm2	DistalIntergenic
Sox12	DistalIntergenic
Aass	DistalIntergenic
Neurod6	DistalIntergenic
Lrrn1	DistalIntergenic
0610040F04Rik	DistalIntergenic
Smap2	DistalIntergenic
Ccdc71l	DistalIntergenic
1700121N20Rik	DistalIntergenic
Gas2l3	DistalIntergenic
Mgat4c	DistalIntergenic
Gm30539	DistalIntergenic
Arhgap42	DistalIntergenic
Jrkl	DistalIntergenic
A730043L09Rik	DistalIntergenic
M5C1000I18Rik	DistalIntergenic
Cep162	DistalIntergenic
Gadl1	DistalIntergenic
Tpp2	DistalIntergenic
2410003L11Rik	DistalIntergenic
Mir125b-2	DistalIntergenic
Nsun3	DistalIntergenic
Mir5118	DistalIntergenic
4930404A05Rik	DistalIntergenic
Sema5b	DistalIntergenic
Cldn16	DistalIntergenic
Lamp3	DistalIntergenic
D830032E09Rik	DistalIntergenic
Cacna1e	DistalIntergenic
Rgs5	DistalIntergenic
Arhgap24	DistalIntergenic
1700031L13Rik	DistalIntergenic
Jakmip1	DistalIntergenic
Nkx3-1	DistalIntergenic
Mir710	DistalIntergenic
4933433F19Rik	DistalIntergenic
4933430N04Rik	DistalIntergenic
Fbp1	DistalIntergenic
Dtnbp1	DistalIntergenic
Edn1	DistalIntergenic
C1ql3	DistalIntergenic
Rbbp8	DistalIntergenic
Gm33948	DistalIntergenic
Pabpc2	DistalIntergenic
Otud4	DistalIntergenic
Msl3	DistalIntergenic
Il1rapl1	DistalIntergenic
Ints6l	DistalIntergenic
Arg1	DistalIntergenic
Chd1	DistalIntergenic
4933402C06Rik	DistalIntergenic
Mex3b	DistalIntergenic
Rbbp6	DistalIntergenic
March6	DistalIntergenic
Platr4	DistalIntergenic
Ppm1l	DistalIntergenic
Olfml3	DistalIntergenic
Kif18a	DistalIntergenic
Fmn1	DistalIntergenic
Mir1952	DistalIntergenic
Angpt4	DistalIntergenic
Rab10os	DistalIntergenic
Chd7	DistalIntergenic
Tmem64	DistalIntergenic
Frem1	DistalIntergenic
Gm12830	DistalIntergenic
Eml4	DistalIntergenic
Six3	DistalIntergenic
Adamts15	DistalIntergenic
Gm27162	DistalIntergenic
1810046K07Rik	DistalIntergenic
Rcbtb1	DistalIntergenic
Stc2	DistalIntergenic
Olfr1378	DistalIntergenic
1810063I02Rik	DistalIntergenic
Slc47a1	DistalIntergenic
Endov	DistalIntergenic
Gm32461	DistalIntergenic
Rfc3	DistalIntergenic
Galnt17	DistalIntergenic
Gm17634	DistalIntergenic
Sec16b	DistalIntergenic
Mir6354	DistalIntergenic
Akr1d1	DistalIntergenic
Dock5	DistalIntergenic
Htr2a	DistalIntergenic
Serp2	DistalIntergenic
Dct	DistalIntergenic
Ccdc3	DistalIntergenic
Ska1	DistalIntergenic
Col6a1	DistalIntergenic
Zfp960	DistalIntergenic
Mir9-3hg	DistalIntergenic
Aldh1a1	DistalIntergenic
A830019P07Rik	DistalIntergenic
Golph3	DistalIntergenic
5430434I15Rik	DistalIntergenic
St6galnac3	DistalIntergenic
Phactr3	DistalIntergenic
Mdfic	DistalIntergenic
Iqub	DistalIntergenic
Suclg2	DistalIntergenic
1700049E15Rik	DistalIntergenic
Toporsl	DistalIntergenic
Pars2	DistalIntergenic
5830428M24Rik	DistalIntergenic
Eif3d	DistalIntergenic
Slc4a3	DistalIntergenic
Agfg1	DistalIntergenic
Asb1	DistalIntergenic
Tob1	DistalIntergenic
Stac2	DistalIntergenic
App	DistalIntergenic
Tprg	DistalIntergenic
Cdk8	DistalIntergenic
Dhx37	DistalIntergenic
Hhat	DistalIntergenic
Stim2	DistalIntergenic
Atp12a	DistalIntergenic
Tdrd3	DistalIntergenic
Mir5130	DistalIntergenic
Stox2	DistalIntergenic
2810404M03Rik	DistalIntergenic
Cul2	DistalIntergenic
Gm10549	DistalIntergenic
1700044K03Rik	DistalIntergenic
Rnf165	DistalIntergenic
Pllp	DistalIntergenic
Irx6	DistalIntergenic
Gm10280	DistalIntergenic
Rps10	DistalIntergenic
Sash1	DistalIntergenic
Cypt12	DistalIntergenic
Sertm1	DistalIntergenic
Fmnl2	DistalIntergenic
Gm13544	DistalIntergenic
Abcb11	DistalIntergenic
Ryr3	DistalIntergenic
Cpxm1	DistalIntergenic
Speer3	DistalIntergenic
Thumpd3	DistalIntergenic
C630028M04Rik	DistalIntergenic
Acot11	DistalIntergenic
Nubpl	DistalIntergenic
Calm1	DistalIntergenic
Tmpo	DistalIntergenic
Zhx2	DistalIntergenic
Pigyl	DistalIntergenic
Fam229b	DistalIntergenic
Abi2	DistalIntergenic
Tenm2	DistalIntergenic
P4ha2	DistalIntergenic
Atpaf2	DistalIntergenic
4930405D11Rik	DistalIntergenic
Atp5o	DistalIntergenic
Kcne2	DistalIntergenic
Pan3	DistalIntergenic
Sun1	DistalIntergenic
1700016C15Rik	DistalIntergenic
Ctbp1	DistalIntergenic
Fbxo34	DistalIntergenic
Ercc6	DistalIntergenic
Tlr3	DistalIntergenic
Aopep	DistalIntergenic
Aoah	DistalIntergenic
Cdh2	DistalIntergenic
Dtna	DistalIntergenic
4930474G06Rik	DistalIntergenic
Dipk2b	DistalIntergenic
Dmd	DistalIntergenic
Cd22	DistalIntergenic
Ankrd1	DistalIntergenic
Cdh18	DistalIntergenic
